Non-Stationary Columns
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - FRA - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - G-7 - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - GBR - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - IDN - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - IND - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - ISL - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - ITA - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - JPN - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - KOR - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - NLD - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - OECD - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - OECDE - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - RUS - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Leading indicator, amplitude adjusted - USA - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Narrow money, s.a. - CZE - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Narrow money, s.a. - ISL - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Narrow money, s.a. - POL - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Overnight interbank rate - COL - M - Level, ratio or index - Percentage"
MEI_CLI_05082020095624442 - 12-month rate of change of the reference series (GDP) - A5M - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the reference series (GDP) - EA19 - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the reference series (GDP) - G-7 - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the reference series (GDP) - G4E - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the reference series (GDP) - NAFTA - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the reference series (GDP) - OECD - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the reference series (GDP) - OECDE - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the reference series (GDP) - ONM - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - A5M - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - AUT - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - BRA - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - CAN - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - CHE - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - CHL - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - CHN - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - CZE - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - DEU - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - EA19 - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - ESP - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - FIN - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - FRA - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - G-7 - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - G4E - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - GBR - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - IDN - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - IND - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - ISL - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - KOR - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - NAFTA - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - NLD - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - NOR - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - OECD - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - OECDE - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - ONM - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - SWE - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - USA - M - Percentage
MEI_CLI_05082020095624442 - 12-month rate of change of the trend restored CLI - ZAF - M - Percentage
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - A5M - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - AUT - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - BRA - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - CAN - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - CHE - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - CHN - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - CZE - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - DEU - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - DNK - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - EA19 - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - ESP - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - FIN - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - FRA - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - G-7 - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - G4E - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - GBR - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - IDN - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - IND - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - ISL - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - ITA - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - JPN - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - KOR - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - NAFTA - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - NLD - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - OECD - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - OECDE - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - ONM - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - RUS - M - Index
MEI_CLI_05082020095624442 - Amplitude adjusted (CLI) - USA - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - A5M - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - AUT - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - BRA - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - CAN - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - CHE - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - CHN - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - CZE - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - DEU - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - DNK - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - EA19 - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - ESP - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - FIN - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - FRA - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - G-7 - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - G4E - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - GBR - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - IDN - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - IND - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - ISL - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - ITA - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - JPN - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - KOR - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - NAFTA - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - NLD - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - OECD - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - OECDE - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - ONM - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - RUS - M - Index
MEI_CLI_05082020095624442 - Normalised (CLI) - USA - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - A5M - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - AUT - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - CHN - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - DEU - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - EA19 - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - EST - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - FIN - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - FRA - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - G-7 - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - G4E - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - GRC - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - HUN - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - IDN - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - IND - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - ITA - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - NAFTA - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - NLD - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - NZL - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - OECD - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - OECDE - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - ONM - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - POL - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - PRT - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - SVN - M - Index
MEI_CLI_05082020095624442 - Normalised (GDP) - USA - M - Index
"MEI_CLI_05082020095624442 - OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa - A5M - M - Index"
"MEI_CLI_05082020095624442 - OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa - CHE - M - Index"
"MEI_CLI_05082020095624442 - OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa - CHN - M - Index"
"MEI_CLI_05082020095624442 - OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa - DEU - M - Index"
"MEI_CLI_05082020095624442 - OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa - EA19 - M - Index"
"MEI_CLI_05082020095624442 - OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa - IND - M - Index"
"MEI_CLI_05082020095624442 - OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa - JPN - M - Index"
"MEI_CLI_05082020095624442 - OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa - NOR - M - Index"
"MEI_CLI_05082020095624442 - OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa - OECD - M - Index"
"MEI_CLI_05082020095624442 - OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa - ONM - M - Index"
"MEI_CLI_05082020095624442 - Original, seasonally adjusted (GDP) - A5M - M - Index"
"MEI_CLI_05082020095624442 - Original, seasonally adjusted (GDP) - EA19 - M - Index"
"MEI_CLI_05082020095624442 - Original, seasonally adjusted (GDP) - G-7 - M - Index"
"MEI_CLI_05082020095624442 - Original, seasonally adjusted (GDP) - G4E - M - Index"
"MEI_CLI_05082020095624442 - Original, seasonally adjusted (GDP) - NAFTA - M - Index"
"MEI_CLI_05082020095624442 - Original, seasonally adjusted (GDP) - OECD - M - Index"
"MEI_CLI_05082020095624442 - Original, seasonally adjusted (GDP) - OECDE - M - Index"
"MEI_CLI_05082020095624442 - Original, seasonally adjusted (GDP) - ONM - M - Index"
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - A5M - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - AUT - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - CHN - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - DEU - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - EA19 - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - EST - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - FIN - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - FRA - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - G-7 - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - G4E - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - GRC - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - HUN - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - IDN - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - IND - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - ITA - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - NAFTA - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - NLD - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - NZL - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - OECD - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - OECDE - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - ONM - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - POL - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - PRT - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - SVN - M - Index
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - USA - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - AUT - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - BEL - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - BRA - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - CAN - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - CZE - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - DEU - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - DNK - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - EA19 - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - ESP - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - EST - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - FIN - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - FRA - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - G4E - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - GBR - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - HUN - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - IDN - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - IND - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - IRL - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - ISL - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - ISR - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - JPN - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - LUX - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - MEX - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - NLD - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - NOR - M - Index
MEI_CLI_05082020095624442 - Trend (GDP) - NZL - M - Index
